,Name,Time,Steps,Infer Time per Step
0,std-f5-c3,37.5810751914978,8469,0.004437486738870918
1,std-f5-c5,43.18368244171143,9000,0.004798186937967937
2,std-f5-c10,42.18334126472473,8027,0.005255181420795407
3,std-f5-c20,49.23689293861389,9000,0.00547076588206821
4,std-f5-c3,39.59169101715088,8469,0.0046748956213426476
5,std-f10-c3,41.91331076622009,9000,0.00465703452958001
6,std-f25-c3,39.61227512359619,8448,0.004688953021259019
7,std-f50-c3,37.563791275024414,8000,0.0046954739093780515
8,std-f100-c3,43.44798421859741,9000,0.0048275538020663795
